Call_ID,Call_Date,Call_Start_Time,Call_End_Time,Call_Duration_Min,Call_Reason,Call_Channel,Sentiment,CSAT_Score,SLA_Target_Min,SLA_Status,State,City,Agent_ID,Call_Center_ID
C011777,21-12-24,21-12-24 9:00,21-12-24 9:14,14,Service Issues,Call Center,Negative,3,15,Within SLA,CA,Los Angeles,A116,CC04
C011778,15-09-24,15-09-24 11:00,15-09-24 11:06,6,Account Cancellation,Chatbot,Neutral,4,15,Within SLA,NY,New York,A011,CC01
C011779,20-02-24,20-02-24 15:00,20-02-24 15:15,15,New Connection,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A140,CC04
C011780,17-12-24,17-12-24 18:00,17-12-24 18:11,11,Power Outage,Chatbot,Negative,5,15,Within SLA,CA,Los Angeles,A122,CC04
C011781,20-10-24,20-10-24 16:00,20-10-24 16:02,2,Account Cancellation,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A059,CC02
C011782,29-02-24,29-02-24 14:00,29-02-24 14:14,14,Service Issues,Call Center,Neutral,2,15,Within SLA,CA,Los Angeles,A129,CC04
C011783,26-02-24,26-02-24 9:00,26-02-24 9:17,17,Service Issues,Call Center,Negative,4,15,SLA Violated,CA,Los Angeles,A117,CC04
C011784,30-05-24,30-05-24 11:00,30-05-24 11:06,6,Billing Question,Call Center,Negative,4,15,Within SLA,IL,Chicago,A081,CC03
C011785,30-03-24,30-03-24 14:00,30-03-24 14:17,17,Power Outage,Web Form,Neutral,2,15,SLA Violated,NY,New York,A007,CC01
C011786,23-05-24,23-05-24 9:00,23-05-24 9:10,10,Billing Question,Email,Positive,3,15,Within SLA,TX,Dallas,A044,CC02
C011787,09-09-24,09-09-24 14:00,09-09-24 14:23,23,Power Outage,Call Center,Neutral,4,15,SLA Violated,NY,New York,A002,CC01
C011788,18-04-24,18-04-24 8:00,18-04-24 8:10,10,Billing Question,Call Center,Negative,4,15,Within SLA,IL,Chicago,A095,CC03
C011789,25-02-24,25-02-24 13:00,25-02-24 13:20,20,Service Issues,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A135,CC04
C011790,19-01-24,19-01-24 17:00,19-01-24 17:07,7,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A103,CC03
C011791,20-08-24,20-08-24 12:00,20-08-24 12:13,13,Power Outage,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A139,CC04
C011792,30-03-24,30-03-24 8:00,30-03-24 8:11,11,Power Outage,Call Center,Negative,4,15,Within SLA,NY,New York,A025,CC01
C011793,31-07-24,31-07-24 9:00,31-07-24 9:10,10,Payment Issue,Email,Neutral,4,15,Within SLA,NY,New York,A015,CC01
C011794,10-11-24,10-11-24 8:00,10-11-24 8:05,5,New Connection,Call Center,Neutral,4,15,Within SLA,NY,New York,A010,CC01
C011795,22-03-24,22-03-24 18:00,22-03-24 18:05,5,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A093,CC03
C011796,20-03-24,20-03-24 11:00,20-03-24 11:01,1,Payment Issue,Call Center,Neutral,2,15,Within SLA,TX,Dallas,A060,CC02
C011797,11-10-24,11-10-24 16:00,11-10-24 16:02,2,Billing Question,Email,Neutral,3,15,Within SLA,CA,Los Angeles,A117,CC04
C011798,19-04-24,19-04-24 11:00,19-04-24 11:06,6,Billing Question,Call Center,Negative,5,15,Within SLA,CA,Los Angeles,A121,CC04
C011799,29-05-24,29-05-24 17:00,29-05-24 17:08,8,Payment Issue,Web Form,Neutral,4,15,Within SLA,CA,Los Angeles,A136,CC04
C011800,23-09-24,23-09-24 13:00,23-09-24 13:20,20,Service Issues,Chatbot,Neutral,3,15,SLA Violated,NY,New York,A032,CC01
C011801,18-03-24,18-03-24 9:00,18-03-24 9:08,8,Billing Question,Call Center,Positive,5,15,Within SLA,NY,New York,A001,CC01
C011802,21-05-24,21-05-24 19:00,21-05-24 19:07,7,Billing Question,Call Center,Negative,3,15,Within SLA,NY,New York,A006,CC01
C011803,31-10-24,31-10-24 19:00,31-10-24 19:02,2,Billing Question,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A129,CC04
C011804,09-06-24,09-06-24 11:00,09-06-24 11:05,5,Billing Question,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A138,CC04
C011805,19-07-24,19-07-24 18:00,19-07-24 18:14,14,Power Outage,Call Center,Negative,5,15,Within SLA,NY,New York,A023,CC01
C011806,01-12-24,01-12-24 19:00,01-12-24 19:19,19,Service Issues,Call Center,Neutral,5,15,SLA Violated,NY,New York,A019,CC01
C011807,25-01-24,25-01-24 14:00,25-01-24 14:13,13,Power Outage,Call Center,Negative,4,15,Within SLA,TX,Dallas,A042,CC02
C011808,08-12-24,08-12-24 8:00,08-12-24 8:07,7,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A085,CC03
C011809,10-01-24,10-01-24 14:00,10-01-24 14:24,24,Power Outage,Call Center,Negative,3,15,SLA Violated,NY,New York,A018,CC01
C011810,23-10-24,23-10-24 19:00,23-10-24 19:06,6,Billing Question,Call Center,Negative,5,15,Within SLA,TX,Dallas,A067,CC02
C011811,23-06-24,23-06-24 13:00,23-06-24 13:13,13,Service Issues,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A118,CC04
C011812,18-07-24,18-07-24 12:00,18-07-24 12:13,13,Service Issues,Call Center,Negative,2,15,Within SLA,CA,Los Angeles,A136,CC04
C011813,22-07-24,22-07-24 16:00,22-07-24 16:13,13,Service Issues,Chatbot,Negative,3,15,Within SLA,IL,Chicago,A083,CC03
C011814,04-08-24,04-08-24 13:00,04-08-24 13:02,2,Billing Question,Chatbot,Negative,3,15,Within SLA,NY,New York,A028,CC01
C011815,19-01-24,19-01-24 16:00,19-01-24 16:16,16,Service Issues,Call Center,Neutral,3,15,SLA Violated,IL,Chicago,A093,CC03
C011816,26-11-24,26-11-24 11:00,26-11-24 11:08,8,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A044,CC02
C011817,24-07-24,24-07-24 17:00,24-07-24 17:04,4,New Connection,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A061,CC02
C011818,18-06-24,18-06-24 13:00,18-06-24 13:04,4,Billing Question,Call Center,Positive,4,15,Within SLA,TX,Dallas,A059,CC02
C011819,16-11-24,16-11-24 14:00,16-11-24 14:15,15,Service Issues,Call Center,Negative,3,15,Within SLA,IL,Chicago,A074,CC03
C011820,15-10-24,15-10-24 8:00,15-10-24 8:22,22,Power Outage,Chatbot,Negative,5,15,SLA Violated,NY,New York,A032,CC01
C011821,07-07-24,07-07-24 15:00,07-07-24 15:07,7,Billing Question,Call Center,Positive,4,15,Within SLA,CA,Los Angeles,A123,CC04
C011822,03-10-24,03-10-24 12:00,03-10-24 12:17,17,Billing Question,Call Center,Negative,4,15,SLA Violated,NY,New York,A001,CC01
C011823,02-02-24,02-02-24 11:00,02-02-24 11:08,8,New Connection,Call Center,Neutral,5,15,Within SLA,IL,Chicago,A090,CC03
C011824,27-01-24,27-01-24 15:00,27-01-24 15:12,12,Billing Question,Chatbot,Negative,3,15,Within SLA,TX,Dallas,A054,CC02
C011825,30-12-24,30-12-24 10:00,30-12-24 10:04,4,Billing Question,Web Form,Neutral,4,15,Within SLA,TX,Dallas,A063,CC02
C011826,24-10-24,24-10-24 17:00,24-10-24 17:07,7,New Connection,Call Center,Positive,5,15,Within SLA,NY,New York,A023,CC01
C011827,22-11-24,22-11-24 15:00,22-11-24 15:14,14,Billing Question,Call Center,Positive,3,15,Within SLA,NY,New York,A029,CC01
C011828,26-03-24,26-03-24 10:00,26-03-24 10:01,1,Billing Question,Call Center,Negative,4,15,Within SLA,TX,Dallas,A069,CC02
C011829,14-12-24,14-12-24 18:00,14-12-24 18:16,16,Power Outage,Call Center,Negative,3,15,SLA Violated,TX,Dallas,A069,CC02
C011830,03-03-24,03-03-24 16:00,03-03-24 16:14,14,Power Outage,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A111,CC04
C011831,26-08-24,26-08-24 10:00,26-08-24 10:05,5,Account Cancellation,Call Center,Negative,3,15,Within SLA,IL,Chicago,A085,CC03
C011832,10-05-24,10-05-24 14:00,10-05-24 14:22,22,Power Outage,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A064,CC02
C011833,22-03-24,22-03-24 15:00,22-03-24 15:05,5,Billing Question,Chatbot,Negative,5,15,Within SLA,IL,Chicago,A101,CC03
C011834,12-01-24,12-01-24 16:00,12-01-24 16:14,14,Service Issues,Call Center,Neutral,5,15,Within SLA,TX,Dallas,A069,CC02
C011835,22-08-24,22-08-24 9:00,22-08-24 9:11,11,Service Issues,Chatbot,Neutral,4,15,Within SLA,NY,New York,A025,CC01
C011836,11-03-24,11-03-24 15:00,11-03-24 15:02,2,Payment Issue,Email,Neutral,2,15,Within SLA,CA,Los Angeles,A126,CC04
C011837,21-03-24,21-03-24 13:00,21-03-24 13:15,15,Power Outage,Email,Negative,3,15,Within SLA,IL,Chicago,A097,CC03
C011838,21-02-24,21-02-24 11:00,21-02-24 11:03,3,Payment Issue,Chatbot,Neutral,5,15,Within SLA,IL,Chicago,A080,CC03
C011839,23-10-24,23-10-24 16:00,23-10-24 16:05,5,Payment Issue,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A101,CC03
C011840,30-04-24,30-04-24 8:00,30-04-24 8:03,3,Billing Question,Email,Negative,3,15,Within SLA,IL,Chicago,A091,CC03
C011841,05-09-24,05-09-24 16:00,05-09-24 16:18,18,Power Outage,Call Center,Negative,3,15,SLA Violated,NY,New York,A010,CC01
C011842,13-05-24,13-05-24 8:00,13-05-24 8:27,27,Power Outage,Call Center,Negative,4,15,SLA Violated,IL,Chicago,A081,CC03
C011843,18-12-24,18-12-24 16:00,18-12-24 16:13,13,Billing Question,Call Center,Positive,4,15,Within SLA,CA,Los Angeles,A137,CC04
C011844,03-11-24,03-11-24 13:00,03-11-24 13:09,9,Billing Question,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A140,CC04
C011845,15-09-24,15-09-24 11:00,15-09-24 11:19,19,Power Outage,Web Form,Negative,4,15,SLA Violated,NY,New York,A024,CC01
C011846,17-04-24,17-04-24 17:00,17-04-24 17:03,3,Billing Question,Call Center,Positive,4,15,Within SLA,IL,Chicago,A098,CC03
C011847,16-05-24,16-05-24 18:00,16-05-24 18:03,3,Billing Question,Call Center,Negative,3,15,Within SLA,TX,Dallas,A058,CC02
C011848,19-04-24,19-04-24 11:00,19-04-24 11:14,14,Payment Issue,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A094,CC03
C011849,23-03-24,23-03-24 9:00,23-03-24 9:24,24,Power Outage,Call Center,Negative,4,15,SLA Violated,IL,Chicago,A080,CC03
C011850,24-06-24,24-06-24 8:00,24-06-24 8:17,17,Billing Question,Call Center,Neutral,4,15,SLA Violated,CA,Los Angeles,A114,CC04
C011851,05-09-24,05-09-24 14:00,05-09-24 14:05,5,Account Cancellation,Email,Negative,4,15,Within SLA,CA,Los Angeles,A123,CC04
C011852,13-02-24,13-02-24 8:00,13-02-24 8:01,1,New Connection,Email,Neutral,3,15,Within SLA,NY,New York,A017,CC01
C011853,28-04-24,28-04-24 13:00,28-04-24 13:25,25,Power Outage,Chatbot,Neutral,2,15,SLA Violated,NY,New York,A011,CC01
C011854,31-01-24,31-01-24 10:00,31-01-24 10:06,6,Payment Issue,Chatbot,Neutral,4,15,Within SLA,NY,New York,A013,CC01
C011855,27-04-24,27-04-24 13:00,27-04-24 13:13,13,Power Outage,Web Form,Neutral,5,15,Within SLA,TX,Dallas,A046,CC02
C011856,27-05-24,27-05-24 14:00,27-05-24 14:12,12,Billing Question,Call Center,Positive,4,15,Within SLA,NY,New York,A015,CC01
C011857,20-10-24,20-10-24 19:00,20-10-24 19:30,30,Power Outage,Call Center,Negative,3,15,SLA Violated,CA,Los Angeles,A128,CC04
C011858,18-07-24,18-07-24 17:00,18-07-24 17:02,2,Billing Question,Call Center,Positive,5,15,Within SLA,NY,New York,A021,CC01
C011859,09-09-24,09-09-24 15:00,09-09-24 15:04,4,Payment Issue,Chatbot,Neutral,4,15,Within SLA,IL,Chicago,A102,CC03
C011860,14-06-24,14-06-24 10:00,14-06-24 10:10,10,Billing Question,Call Center,Negative,3,15,Within SLA,IL,Chicago,A086,CC03
C011861,11-02-24,11-02-24 9:00,11-02-24 9:06,6,Billing Question,Email,Negative,3,15,Within SLA,TX,Dallas,A064,CC02
C011862,15-11-24,15-11-24 16:00,15-11-24 16:04,4,Billing Question,Call Center,Negative,4,15,Within SLA,NY,New York,A022,CC01
C011863,20-12-24,20-12-24 9:00,20-12-24 9:07,7,Billing Question,Email,Neutral,2,15,Within SLA,CA,Los Angeles,A108,CC04
C011864,29-10-24,29-10-24 15:00,29-10-24 15:21,21,Power Outage,Web Form,Negative,3,15,SLA Violated,TX,Dallas,A069,CC02
C011865,31-01-24,31-01-24 15:00,31-01-24 15:11,11,Power Outage,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A092,CC03
C011866,30-11-24,30-11-24 8:00,30-11-24 8:11,11,Power Outage,Web Form,Neutral,4,15,Within SLA,NY,New York,A017,CC01
C011867,03-01-24,03-01-24 14:00,03-01-24 14:12,12,Service Issues,Call Center,Neutral,5,15,Within SLA,CA,Los Angeles,A133,CC04
C011868,28-09-24,28-09-24 8:00,28-09-24 8:18,18,Billing Question,Email,Positive,3,15,SLA Violated,TX,Dallas,A060,CC02
C011869,05-02-24,05-02-24 8:00,05-02-24 8:19,19,Service Issues,Chatbot,Neutral,4,15,SLA Violated,IL,Chicago,A081,CC03
C011870,04-05-24,04-05-24 13:00,04-05-24 13:08,8,Account Cancellation,Call Center,Negative,4,15,Within SLA,TX,Dallas,A039,CC02
C011871,26-09-24,26-09-24 13:00,26-09-24 13:10,10,Payment Issue,Chatbot,Neutral,3,15,Within SLA,CA,Los Angeles,A124,CC04
C011872,27-05-24,27-05-24 19:00,27-05-24 19:11,11,Power Outage,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A083,CC03
C011873,29-03-24,29-03-24 17:00,29-03-24 17:17,17,Power Outage,Call Center,Neutral,4,15,SLA Violated,IL,Chicago,A103,CC03
C011874,21-02-24,21-02-24 19:00,21-02-24 19:02,2,Billing Question,Call Center,Positive,3,15,Within SLA,IL,Chicago,A076,CC03
C011875,05-04-24,05-04-24 19:00,05-04-24 19:04,4,Billing Question,Chatbot,Neutral,5,15,Within SLA,NY,New York,A031,CC01
C011876,30-10-24,30-10-24 10:00,30-10-24 10:13,13,Service Issues,Chatbot,Neutral,3,15,Within SLA,NY,New York,A033,CC01
C011877,15-08-24,15-08-24 9:00,15-08-24 9:20,20,Power Outage,Call Center,Negative,5,15,SLA Violated,CA,Los Angeles,A114,CC04
C011878,22-01-24,22-01-24 12:00,22-01-24 12:04,4,Billing Question,Web Form,Positive,2,15,Within SLA,TX,Dallas,A052,CC02
C011879,30-09-24,30-09-24 14:00,30-09-24 14:16,16,Service Issues,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A056,CC02
C011880,07-10-24,07-10-24 14:00,07-10-24 14:04,4,Payment Issue,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A101,CC03
C011881,26-05-24,26-05-24 16:00,26-05-24 16:12,12,Billing Question,Email,Negative,4,15,Within SLA,CA,Los Angeles,A118,CC04
C011882,11-02-24,11-02-24 16:00,11-02-24 16:12,12,Service Issues,Call Center,Neutral,4,15,Within SLA,NY,New York,A005,CC01
C011883,01-07-24,01-07-24 12:00,01-07-24 12:05,5,Account Cancellation,Call Center,Neutral,4,15,Within SLA,IL,Chicago,A093,CC03
C011884,19-09-24,19-09-24 10:00,19-09-24 10:11,11,Account Cancellation,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A060,CC02
C011885,05-09-24,05-09-24 18:00,05-09-24 18:05,5,Billing Question,Call Center,Negative,2,15,Within SLA,CA,Los Angeles,A117,CC04
C011886,23-02-24,23-02-24 19:00,23-02-24 19:15,15,Power Outage,Call Center,Neutral,3,15,Within SLA,IL,Chicago,A098,CC03
C011887,03-12-24,03-12-24 16:00,03-12-24 16:22,22,Power Outage,Web Form,Neutral,4,15,SLA Violated,CA,Los Angeles,A128,CC04
C011888,02-04-24,02-04-24 18:00,02-04-24 18:03,3,Payment Issue,Call Center,Neutral,3,15,Within SLA,NY,New York,A018,CC01
C011889,20-12-24,20-12-24 15:00,20-12-24 15:04,4,Billing Question,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A119,CC04
C011890,28-01-24,28-01-24 18:00,28-01-24 18:17,17,Service Issues,Email,Neutral,3,15,SLA Violated,IL,Chicago,A085,CC03
C011891,28-07-24,28-07-24 15:00,28-07-24 15:16,16,New Connection,Call Center,Positive,3,15,SLA Violated,TX,Dallas,A056,CC02
C011892,10-02-24,10-02-24 16:00,10-02-24 16:16,16,Account Cancellation,Call Center,Negative,3,15,SLA Violated,TX,Dallas,A066,CC02
C011893,01-04-24,01-04-24 13:00,01-04-24 13:22,22,Service Issues,Call Center,Negative,4,15,SLA Violated,TX,Dallas,A043,CC02
C011894,24-04-24,24-04-24 19:00,24-04-24 19:18,18,Billing Question,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A060,CC02
C011895,05-06-24,05-06-24 17:00,05-06-24 17:05,5,Billing Question,Email,Negative,3,15,Within SLA,TX,Dallas,A057,CC02
C011896,23-06-24,23-06-24 12:00,23-06-24 12:14,14,Power Outage,Call Center,Negative,5,15,Within SLA,TX,Dallas,A065,CC02
C011897,02-12-24,02-12-24 14:00,02-12-24 14:06,6,New Connection,Call Center,Positive,4,15,Within SLA,IL,Chicago,A078,CC03
C011898,07-05-24,07-05-24 8:00,07-05-24 8:15,15,Billing Question,Web Form,Neutral,3,15,Within SLA,TX,Dallas,A059,CC02
C011899,05-07-24,05-07-24 17:00,05-07-24 17:06,6,Billing Question,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A036,CC02
C011900,07-11-24,07-11-24 10:00,07-11-24 10:09,9,Billing Question,Email,Neutral,3,15,Within SLA,CA,Los Angeles,A135,CC04
C011901,25-07-24,25-07-24 11:00,25-07-24 11:15,15,New Connection,Chatbot,Positive,4,15,Within SLA,IL,Chicago,A103,CC03
C011902,05-12-24,05-12-24 19:00,05-12-24 19:19,19,Service Issues,Call Center,Neutral,3,15,SLA Violated,TX,Dallas,A062,CC02
C011903,10-02-24,10-02-24 15:00,10-02-24 15:08,8,Payment Issue,Chatbot,Neutral,4,15,Within SLA,IL,Chicago,A086,CC03
C011904,25-05-24,25-05-24 10:00,25-05-24 10:04,4,Account Cancellation,Chatbot,Neutral,4,15,Within SLA,TX,Dallas,A047,CC02
C011905,12-09-24,12-09-24 16:00,12-09-24 16:06,6,Account Cancellation,Chatbot,Neutral,5,15,Within SLA,TX,Dallas,A070,CC02
C011906,09-02-24,09-02-24 13:00,09-02-24 13:10,10,Billing Question,Email,Neutral,3,15,Within SLA,TX,Dallas,A063,CC02
C011907,30-01-24,30-01-24 13:00,30-01-24 13:02,2,Account Cancellation,Call Center,Neutral,2,15,Within SLA,IL,Chicago,A088,CC03
C011908,04-07-24,04-07-24 19:00,04-07-24 19:12,12,Service Issues,Chatbot,Neutral,4,15,Within SLA,NY,New York,A027,CC01
C011909,20-05-24,20-05-24 12:00,20-05-24 12:31,31,Billing Question,Call Center,Positive,3,15,SLA Violated,CA,Los Angeles,A120,CC04
C011910,25-12-24,25-12-24 8:00,25-12-24 8:11,11,Power Outage,Call Center,Neutral,4,15,Within SLA,TX,Dallas,A068,CC02
C011911,02-05-24,02-05-24 15:00,02-05-24 15:11,11,Power Outage,Call Center,Negative,3,15,Within SLA,IL,Chicago,A076,CC03
C011912,12-08-24,12-08-24 9:00,12-08-24 9:27,27,Power Outage,Call Center,Neutral,4,15,SLA Violated,NY,New York,A024,CC01
C011913,10-08-24,10-08-24 8:00,10-08-24 8:05,5,Billing Question,Web Form,Neutral,4,15,Within SLA,NY,New York,A014,CC01
C011914,13-04-24,13-04-24 13:00,13-04-24 13:18,18,Service Issues,Email,Neutral,2,15,SLA Violated,IL,Chicago,A087,CC03
C011915,18-12-24,18-12-24 9:00,18-12-24 9:15,15,Power Outage,Call Center,Negative,3,15,Within SLA,NY,New York,A022,CC01
C011916,06-04-24,06-04-24 16:00,06-04-24 16:13,13,Service Issues,Call Center,Neutral,3,15,Within SLA,TX,Dallas,A043,CC02
C011917,07-06-24,07-06-24 13:00,07-06-24 13:11,11,Service Issues,Call Center,Neutral,3,15,Within SLA,NY,New York,A015,CC01
C011918,04-07-24,04-07-24 16:00,04-07-24 16:17,17,Payment Issue,Call Center,Neutral,3,15,SLA Violated,CA,Los Angeles,A127,CC04
C011919,24-04-24,24-04-24 11:00,24-04-24 11:21,21,Billing Question,Chatbot,Positive,2,15,SLA Violated,TX,Dallas,A059,CC02
C011920,16-07-24,16-07-24 16:00,16-07-24 16:12,12,New Connection,Chatbot,Positive,3,15,Within SLA,CA,Los Angeles,A112,CC04
C011921,21-05-24,21-05-24 11:00,21-05-24 11:02,2,Billing Question,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A125,CC04
C011922,03-05-24,03-05-24 17:00,03-05-24 17:08,8,New Connection,Call Center,Neutral,5,15,Within SLA,TX,Dallas,A058,CC02
C011923,13-06-24,13-06-24 8:00,13-06-24 8:14,14,Power Outage,Call Center,Negative,4,15,Within SLA,TX,Dallas,A061,CC02
C011924,18-10-24,18-10-24 12:00,18-10-24 12:16,16,Power Outage,Call Center,Negative,3,15,SLA Violated,IL,Chicago,A099,CC03
C011925,11-11-24,11-11-24 17:00,11-11-24 17:13,13,Service Issues,Call Center,Neutral,5,15,Within SLA,NY,New York,A005,CC01
C011926,09-06-24,09-06-24 16:00,09-06-24 16:10,10,Service Issues,Chatbot,Negative,4,15,Within SLA,TX,Dallas,A042,CC02
C011927,10-02-24,10-02-24 10:00,10-02-24 10:03,3,New Connection,Email,Positive,5,15,Within SLA,CA,Los Angeles,A111,CC04
C011928,08-08-24,08-08-24 17:00,08-08-24 17:10,10,Payment Issue,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A116,CC04
C011929,17-04-24,17-04-24 12:00,17-04-24 12:10,10,Payment Issue,Web Form,Neutral,3,15,Within SLA,IL,Chicago,A085,CC03
C011930,17-07-24,17-07-24 8:00,17-07-24 8:27,27,Service Issues,Call Center,Negative,4,15,SLA Violated,IL,Chicago,A094,CC03
C011931,25-06-24,25-06-24 16:00,25-06-24 16:13,13,Billing Question,Chatbot,Negative,4,15,Within SLA,TX,Dallas,A037,CC02
C011932,28-01-24,28-01-24 15:00,28-01-24 15:06,6,Billing Question,Call Center,Negative,5,15,Within SLA,TX,Dallas,A067,CC02
C011933,16-10-24,16-10-24 11:00,16-10-24 11:02,2,Billing Question,Call Center,Positive,4,15,Within SLA,CA,Los Angeles,A108,CC04
C011934,06-06-24,06-06-24 18:00,06-06-24 18:24,24,Billing Question,Web Form,Negative,3,15,SLA Violated,CA,Los Angeles,A128,CC04
C011935,21-04-24,21-04-24 15:00,21-04-24 15:20,20,Power Outage,Chatbot,Neutral,5,15,SLA Violated,NY,New York,A001,CC01
C011936,18-05-24,18-05-24 16:00,18-05-24 16:11,11,New Connection,Call Center,Positive,3,15,Within SLA,CA,Los Angeles,A123,CC04
C011937,12-10-24,12-10-24 12:00,12-10-24 12:26,26,Billing Question,Call Center,Negative,4,15,SLA Violated,CA,Los Angeles,A130,CC04
C011938,10-08-24,10-08-24 9:00,10-08-24 9:07,7,Billing Question,Email,Negative,3,15,Within SLA,IL,Chicago,A071,CC03
C011939,07-11-24,07-11-24 18:00,07-11-24 18:12,12,Billing Question,Call Center,Positive,3,15,Within SLA,NY,New York,A022,CC01
C011940,16-06-24,16-06-24 8:00,16-06-24 8:09,9,New Connection,Call Center,Positive,2,15,Within SLA,NY,New York,A004,CC01
C011941,02-02-24,02-02-24 13:00,02-02-24 13:15,15,Service Issues,Chatbot,Neutral,3,15,Within SLA,CA,Los Angeles,A125,CC04
C011942,12-12-24,12-12-24 12:00,12-12-24 12:18,18,Power Outage,Call Center,Neutral,5,15,SLA Violated,CA,Los Angeles,A106,CC04
C011943,08-04-24,08-04-24 13:00,08-04-24 13:11,11,Service Issues,Call Center,Negative,3,15,Within SLA,TX,Dallas,A050,CC02
C011944,06-08-24,06-08-24 14:00,06-08-24 14:04,4,Billing Question,Call Center,Neutral,4,15,Within SLA,CA,Los Angeles,A137,CC04
C011945,16-11-24,16-11-24 12:00,16-11-24 12:01,1,Billing Question,Chatbot,Neutral,3,15,Within SLA,CA,Los Angeles,A127,CC04
C011946,27-06-24,27-06-24 13:00,27-06-24 13:22,22,Power Outage,Call Center,Neutral,2,15,SLA Violated,CA,Los Angeles,A130,CC04
C011947,17-02-24,17-02-24 11:00,17-02-24 11:03,3,Billing Question,Web Form,Negative,3,15,Within SLA,NY,New York,A003,CC01
C011948,02-08-24,02-08-24 13:00,02-08-24 13:04,4,Billing Question,Call Center,Negative,4,15,Within SLA,TX,Dallas,A069,CC02
C011949,28-06-24,28-06-24 11:00,28-06-24 11:10,10,Billing Question,Call Center,Neutral,5,15,Within SLA,NY,New York,A002,CC01
C011950,01-07-24,01-07-24 14:00,01-07-24 14:13,13,Power Outage,Call Center,Neutral,5,15,Within SLA,TX,Dallas,A064,CC02
C011951,09-04-24,09-04-24 17:00,09-04-24 17:12,12,Billing Question,Call Center,Positive,4,15,Within SLA,NY,New York,A028,CC01
C011952,03-11-24,03-11-24 16:00,03-11-24 16:14,14,Power Outage,Call Center,Neutral,3,15,Within SLA,CA,Los Angeles,A133,CC04
C011953,13-05-24,13-05-24 19:00,13-05-24 19:07,7,Account Cancellation,Call Center,Negative,5,15,Within SLA,IL,Chicago,A078,CC03
C011954,11-11-24,11-11-24 11:00,11-11-24 11:21,21,Power Outage,Call Center,Negative,4,15,SLA Violated,NY,New York,A011,CC01
C011955,09-04-24,09-04-24 19:00,09-04-24 19:02,2,New Connection,Call Center,Positive,4,15,Within SLA,TX,Dallas,A040,CC02
C011956,12-07-24,12-07-24 18:00,12-07-24 18:12,12,Power Outage,Call Center,Neutral,2,15,Within SLA,NY,New York,A034,CC01
C011957,20-07-24,20-07-24 13:00,20-07-24 13:19,19,Service Issues,Call Center,Negative,3,15,SLA Violated,IL,Chicago,A090,CC03
C011958,24-02-24,24-02-24 17:00,24-02-24 17:12,12,Power Outage,Call Center,Negative,5,15,Within SLA,NY,New York,A021,CC01
C011959,17-05-24,17-05-24 18:00,17-05-24 18:18,18,Service Issues,Chatbot,Negative,2,15,SLA Violated,IL,Chicago,A079,CC03
C011960,01-02-24,01-02-24 11:00,01-02-24 11:06,6,New Connection,Chatbot,Neutral,3,15,Within SLA,CA,Los Angeles,A115,CC04
C011961,24-04-24,24-04-24 19:00,24-04-24 19:13,13,Service Issues,Chatbot,Neutral,4,15,Within SLA,IL,Chicago,A080,CC03
C011962,08-11-24,08-11-24 16:00,08-11-24 16:12,12,Service Issues,Call Center,Negative,3,15,Within SLA,NY,New York,A021,CC01
C011963,20-09-24,20-09-24 8:00,20-09-24 8:14,14,Service Issues,Call Center,Negative,4,15,Within SLA,CA,Los Angeles,A111,CC04
C011964,05-04-24,05-04-24 9:00,05-04-24 9:22,22,Service Issues,Email,Negative,5,15,SLA Violated,CA,Los Angeles,A120,CC04
C011965,30-04-24,30-04-24 15:00,30-04-24 15:11,11,Service Issues,Call Center,Negative,3,15,Within SLA,NY,New York,A032,CC01
C011966,29-04-24,29-04-24 9:00,29-04-24 9:10,10,Account Cancellation,Web Form,Neutral,4,15,Within SLA,TX,Dallas,A036,CC02
